epoch,accuracy,c_loss,d_loss,g_loss,imp_loss,reg_loss,total_g_loss,val_accuracy
0,0.2968989610671997,1.9935424327850342,0.5099512934684753,0.21452303230762482,0.00020837468036916107,0.007134836167097092,0.22186611592769623,0.6200846433639526
1,0.536414384841919,1.5874683856964111,0.5033361315727234,0.219834104180336,0.00020668098295573145,0.007107178680598736,0.2271478772163391,0.6868489384651184
2,0.5529381036758423,1.4845051765441895,0.5006109476089478,0.2200731635093689,0.00020479562226682901,0.0070791421458125114,0.22735713422298431,0.7630208134651184
3,0.5572277903556824,1.4254319667816162,0.5001854300498962,0.21986286342144012,0.00020286864310037345,0.007051076740026474,0.22711673378944397,0.72802734375
4,0.5659629106521606,1.3831218481063843,0.5001941323280334,0.21991898119449615,0.00020094712090212852,0.007023065350949764,0.2271430790424347,0.7261067628860474
5,0.5730324983596802,1.3496681451797485,0.49981674551963806,0.22066903114318848,0.00019904454529751092,0.006995132192969322,0.22786319255828857,0.7354817986488342
6,0.5853383541107178,1.3216187953948975,0.4995482265949249,0.22109177708625793,0.00019716356473509222,0.0069672828540205956,0.22825603187084198,0.7450846433639526
7,0.5911857485771179,1.2972065210342407,0.49938470125198364,0.22120851278305054,0.00019530460122041404,0.00693951640278101,0.22834335267543793,0.7538737058639526
8,0.5937859416007996,1.2754251956939697,0.49928638339042664,0.22149702906608582,0.00019346717454027385,0.00691183190792799,0.2286023050546646,0.7597005367279053
9,0.5975005030632019,1.2556573152542114,0.49925708770751953,0.22136105597019196,0.0001916511682793498,0.0068842326290905476,0.22843670845031738,0.76513671875
10,0.6037552952766418,1.2374992370605469,0.4990447461605072,0.22117319703102112,0.00018985591304954141,0.006856718100607395,0.22821974754333496,0.7692708373069763
11,0.6089795827865601,1.2206733226776123,0.4989743232727051,0.22109584510326385,0.00018808124877978116,0.006829287391155958,0.22811318933963776,0.7738932371139526
12,0.6128259301185608,1.2049850225448608,0.49889397621154785,0.22096702456474304,0.00018632672436069697,0.006801939569413662,0.22795522212982178,0.776660144329071
13,0.6197157502174377,1.1902852058410645,0.498893678188324,0.22096601128578186,0.00018459201965015382,0.006774673238396645,0.2279251366853714,0.7793294191360474
14,0.6261263489723206,1.1764590740203857,0.49887755513191223,0.22062158584594727,0.00018287675629835576,0.006747493054717779,0.22755181789398193,0.7813802361488342
15,0.6308114528656006,1.163412094116211,0.4983464479446411,0.2215236872434616,0.00018118064326699823,0.0067203957587480545,0.22842517495155334,0.7877604365348816
16,0.6361915469169617,1.1510666608810425,0.4977974593639374,0.22254319489002228,0.0001795033022062853,0.006693381350487471,0.22941608726978302,0.7899739742279053
17,0.6401696801185608,1.1393556594848633,0.49761757254600525,0.2228105515241623,0.00017784448573365808,0.0066664512269198895,0.22965474426746368,0.791308581829071
18,0.6438122987747192,1.128221869468689,0.49761709570884705,0.22281339764595032,0.00017620377184357494,0.006639603991061449,0.22962914407253265,0.792285144329071
19,0.6470235586166382,1.1176156997680664,0.4975908100605011,0.22279173135757446,0.000174580913153477,0.006612839642912149,0.22957922518253326,0.7935221195220947
20,0.6498514413833618,1.107494592666626,0.49746793508529663,0.22236694395542145,0.00017297567683272064,0.006586158182471991,0.22912605106830597,0.794238269329071
21,0.652655303478241,1.097820520401001,0.4974551200866699,0.2223649024963379,0.00017138762632384896,0.006559558212757111,0.2290959507226944,0.7950521111488342
22,0.6554951071739197,1.088559627532959,0.4974549114704132,0.2223646193742752,0.00016981658700387925,0.0065330443903803825,0.22906748950481415,0.7958333492279053
23,0.6584188342094421,1.079683780670166,0.4974289834499359,0.2223518043756485,0.00016826197679620236,0.006506612524390221,0.22902676463127136,0.7961588501930237
24,0.661246657371521,1.0711642503738403,0.49737548828125,0.22207535803318024,0.00016672388301230967,0.006480264011770487,0.22872230410575867,0.7967447638511658
25,0.6641104221343994,1.0629783868789673,0.4973069131374359,0.22191905975341797,0.00016520160716027021,0.006453996989876032,0.2285381406545639,0.7972981929779053
26,0.6675014495849609,1.0551024675369263,0.49729353189468384,0.22191603481769562,0.00016369529475923628,0.00642781239002943,0.22850759327411652,0.7977539300918579
27,0.6702094674110413,1.0475190877914429,0.4972934424877167,0.2219160795211792,0.0001622043491806835,0.00640171067789197,0.22847998142242432,0.7981770634651184
28,0.6730253100395203,1.0402089357376099,0.4974247217178345,0.22186803817749023,0.0001607286831131205,0.006375684402883053,0.22840459644794464,0.7986978888511658
29,0.6755295991897583,1.0331579446792603,0.49741610884666443,0.22186918556690216,0.0001592679909663275,0.006349752191454172,0.22837822139263153,0.7992187738418579
30,0.6781178116798401,1.0263527631759644,0.49741610884666443,0.2218690812587738,0.00015782185073476285,0.006323897745460272,0.22835105657577515,0.7997070550918579
31,0.6810534596443176,1.0197820663452148,0.4974161684513092,0.2218693494796753,0.00015639024786651134,0.006298128981143236,0.2283237874507904,0.8001301884651184
32,0.6835338473320007,1.0134352445602417,0.4974161684513092,0.22186927497386932,0.00015497276035603136,0.006272436585277319,0.22829671204090118,0.8008463382720947
33,0.6855828166007996,1.0073057413101196,0.4974946677684784,0.221787691116333,0.00015356937365140766,0.0062468270771205425,0.2281881719827652,0.8011718988418579
34,0.6880631446838379,1.0013840198516846,0.4974851608276367,0.22167299687862396,0.0001521796075394377,0.006221299525350332,0.22804641723632812,0.8019205927848816
35,0.6902799010276794,0.9956634044647217,0.49748530983924866,0.22167329490184784,0.0001508033456047997,0.0061958543956279755,0.22801995277404785,0.8020833134651184
36,0.6921970844268799,0.9901344180107117,0.49748507142066956,0.2216729074716568,0.0001494403404649347,0.006170489359647036,0.22799280285835266,0.8026041388511658
37,0.6940783262252808,0.9847878217697144,0.4974612891674042,0.2216610163450241,0.00014809038839302957,0.006145206745713949,0.22795425355434418,0.8032877445220947
38,0.6963070631027222,0.9796125888824463,0.49743103981018066,0.22152353823184967,0.00014675325655844063,0.006120004691183567,0.22779031097888947,0.8036133050918579
39,0.6981163620948792,0.9745985865592957,0.4974311292171478,0.22152337431907654,0.00014542878489010036,0.006094886921346188,0.2277635633945465,0.8040364384651184
40,0.7002133131027222,0.9697370529174805,0.4974311292171478,0.2215236872434616,0.0001441167842131108,0.006069847382605076,0.22773759067058563,0.8045572638511658
41,0.701866865158081,0.9650177955627441,0.4974871277809143,0.22155514359474182,0.00014281707990448922,0.006044891197234392,0.22774283587932587,0.8048177361488342
42,0.7036641836166382,0.9604323506355286,0.4974850118160248,0.2216731756925583,0.00014152945368550718,0.0060200137086212635,0.22783462703227997,0.8052083253860474
43,0.7051260471343994,0.9559739828109741,0.4974851608276367,0.2216731309890747,0.0001402537600370124,0.005995218176394701,0.22780852019786835,0.8056315183639526
44,0.7065759301185608,0.9516355395317078,0.4974851608276367,0.22167304158210754,0.00013898973702453077,0.005970502272248268,0.22778259217739105,0.805957019329071
45,0.7083612680435181,0.9474107027053833,0.49748510122299194,0.2216731309890747,0.00013773737009614706,0.005945868324488401,0.22775673866271973,0.8063151240348816
46,0.7099069952964783,0.9432933926582336,0.4974851608276367,0.2216731309890747,0.0001364963682135567,0.005921313539147377,0.22773094475269318,0.8068034052848816
47,0.7119200825691223,0.9392790198326111,0.4974850118160248,0.22167323529720306,0.00013526654220186174,0.0058968402445316315,0.2277052253484726,0.8070312738418579
48,0.7133219838142395,0.9353631138801575,0.49748507142066956,0.2216731756925583,0.00013404779019765556,0.005872446112334728,0.22767966985702515,0.8074869513511658
49,0.7150354385375977,0.9315418601036072,0.49748510122299194,0.2216731607913971,0.00013284009764902294,0.005848133936524391,0.2276541292667389,0.8076171875
50,0.7165332436561584,0.9278118014335632,0.4974851608276367,0.2216731309890747,0.00013164308620616794,0.005823900923132896,0.22762863337993622,0.807812511920929
51,0.7180669903755188,0.9241697192192078,0.49748510122299194,0.2216731607913971,0.00013045677042100579,0.005799747537821531,0.22760334610939026,0.807910144329071
52,0.7192772030830383,0.9206150770187378,0.49748510122299194,0.2216731309890747,0.00012928091746289283,0.005775673780590296,0.22757810354232788,0.80810546875
53,0.720619261264801,0.9171446561813354,0.49748507142066956,0.22167328000068665,0.00012811545457225293,0.005751679185777903,0.22755298018455505,0.8084961175918579
54,0.722105085849762,0.9137571454048157,0.49748507142066956,0.22167323529720306,0.00012696009071078151,0.005727764219045639,0.22752782702445984,0.8088216185569763
55,0.7233871817588806,0.9104499816894531,0.49748507142066956,0.22167325019836426,0.00012581511691678315,0.005703928414732218,0.2275029718875885,0.8090494871139526
56,0.7246453166007996,0.9072218537330627,0.49748510122299194,0.22167325019836426,0.000124680096632801,0.005680170841515064,0.22747802734375,0.8093098998069763
57,0.7259274125099182,0.9040709137916565,0.49748507142066956,0.22167332470417023,0.0001235550589626655,0.005656491965055466,0.2274533361196518,0.8095052242279053
58,0.727257490158081,0.900994062423706,0.4974851608276367,0.22167320549488068,0.00012243984383530915,0.0056328922510147095,0.22742843627929688,0.8097005486488342
59,0.7285635471343994,0.8979886174201965,0.4974850118160248,0.22167323529720306,0.00012133445125073195,0.005609371233731508,0.22740398347377777,0.8099283576011658
60,0.7298097014427185,0.8950541019439697,0.4974857568740845,0.22167275846004486,0.00012023867020616308,0.005585928447544575,0.22737887501716614,0.810253918170929
61,0.7309959530830383,0.8921864628791809,0.49743086099624634,0.22184641659259796,0.00011915258801309392,0.0055625662207603455,0.2275281399488449,0.8106119632720947
62,0.7320863604545593,0.8893837928771973,0.4974159896373749,0.22186940908432007,0.00011807604460045695,0.005539278965443373,0.22752676904201508,0.810742199420929
63,0.7332606315612793,0.8866432905197144,0.49741607904434204,0.22186948359012604,0.00011700882896548137,0.005516071803867817,0.22750264406204224,0.8109375238418579
64,0.7342192530632019,0.8839635848999023,0.4974159896373749,0.221869558095932,0.00011595112300710753,0.005492941942065954,0.2274785190820694,0.8111327886581421
65,0.7353096008300781,0.8813418745994568,0.49741601943969727,0.22186946868896484,0.00011490263568703085,0.005469889380037785,0.22745440900325775,0.8112630248069763
66,0.7361963391304016,0.8787770867347717,0.4974159896373749,0.22186946868896484,0.00011386345431674272,0.005446913186460733,0.22743035852909088,0.8115559816360474
67,0.7372866868972778,0.8762679696083069,0.49741607904434204,0.22186948359012604,0.00011283347703283653,0.00542401522397995,0.22740639746189117,0.811718761920929
68,0.7383171916007996,0.8738122582435608,0.4974159896373749,0.22186946868896484,0.00011181252921232954,0.00540119269862771,0.2273825854063034,0.8121744990348816
69,0.7392997741699219,0.8714112043380737,0.4974159896373749,0.22186939418315887,0.00011080076365033165,0.005378446541726589,0.22735869884490967,0.8124023675918579
70,0.7401025891304016,0.8690634965896606,0.4974159896373749,0.22186940908432007,0.00010979780927300453,0.005355777684599161,0.22733499109745026,0.812695324420929
71,0.7408694624900818,0.8667705655097961,0.4974159896373749,0.22186948359012604,0.00010880394984269515,0.005333185661584139,0.2273114174604416,0.8129231929779053
72,0.7415524125099182,0.864533007144928,0.4974159896373749,0.22186946868896484,0.00010781891614897177,0.00531067093834281,0.22728799283504486,0.8133137822151184
73,0.742271363735199,0.8623514771461487,0.4974159896373749,0.22186948359012604,0.00010684278822736815,0.005288231186568737,0.2272646576166153,0.8133789300918579
74,0.7431101202964783,0.8602275252342224,0.49741601943969727,0.22186939418315887,0.00010587542783468962,0.005265869200229645,0.22724126279354095,0.8136067986488342
75,0.7436972856521606,0.8581618666648865,0.497470885515213,0.22190211713314056,0.0001049167913151905,0.005243584513664246,0.22725069522857666,0.8137044310569763
76,0.7442724108695984,0.8561536073684692,0.49747008085250854,0.222019225358963,0.00010396688594482839,0.0052213710732758045,0.2273445576429367,0.8140299320220947
77,0.7448835372924805,0.8542024493217468,0.49747008085250854,0.22201919555664062,0.0001030257044476457,0.005199234001338482,0.22732143104076385,0.8141276240348816
78,0.7454826235771179,0.8523082137107849,0.49747008085250854,0.22201906144618988,0.00010209313768427819,0.0051771714352071285,0.2272982895374298,0.8143880367279053
79,0.7462135553359985,0.8504683375358582,0.49747008085250854,0.22201912105083466,0.00010116911289514974,0.005155183840543032,0.22727540135383606,0.8145507574081421
80,0.7468366622924805,0.8486835360527039,0.49747008085250854,0.22201910614967346,0.00010025371011579409,0.005133270286023617,0.2272525578737259,0.8147786259651184
81,0.7475795745849609,0.8469505906105042,0.4974701404571533,0.22201916575431824,9.934685658663511e-05,0.005111431237310171,0.22722983360290527,0.8152018189430237
82,0.7481427192687988,0.8452687859535217,0.49747008085250854,0.22201912105083466,9.844852320384234e-05,0.005089666694402695,0.22720718383789062,0.8153971433639526
83,0.7486699819564819,0.8436365127563477,0.49747005105018616,0.22201919555664062,9.755865903571248e-05,0.005067975725978613,0.22718466818332672,0.8155599236488342
84,0.7491492629051208,0.8420529961585999,0.49747008085250854,0.22201910614967346,9.667721315054223e-05,0.005046357400715351,0.2271621823310852,0.8158203363418579
85,0.7496525049209595,0.8405149579048157,0.49747008085250854,0.22201910614967346,9.580428741173819e-05,0.005024813115596771,0.22713971138000488,0.8160156011581421
86,0.7502157092094421,0.8390223979949951,0.49747008085250854,0.22201907634735107,9.493975812802091e-05,0.005003342404961586,0.2271173894405365,0.81640625
87,0.7508028149604797,0.8375735878944397,0.49747008085250854,0.22201915085315704,9.408361074747518e-05,0.004981944337487221,0.22709521651268005,0.8165364861488342
88,0.7512940764427185,0.8361672163009644,0.49747008085250854,0.22201907634735107,9.323575795860961e-05,0.004960618447512388,0.22707298398017883,0.8167317509651184
89,0.7518333196640015,0.834801435470581,0.49747005105018616,0.22201912105083466,9.239635255653411e-05,0.004939365200698376,0.22705091536045074,0.8171223998069763
90,0.7521568536758423,0.8334760665893555,0.49747008085250854,0.22201915085315704,9.156523447018117e-05,0.004918184597045183,0.2270289957523346,0.8172851800918579
91,0.7526720762252808,0.8321890830993652,0.49747008085250854,0.22201910614967346,9.074244007933885e-05,0.004897076170891523,0.22700689733028412,0.8174153566360474
92,0.7529836297035217,0.830940306186676,0.4974699914455414,0.2220187783241272,8.992799121188e-05,0.0048760403878986835,0.22698470950126648,0.8177408576011658
93,0.7535108327865601,0.8297281265258789,0.49741771817207336,0.22186943888664246,8.912175690056756e-05,0.004855075851082802,0.22681356966495514,0.8180013298988342
94,0.7538583278656006,0.8285524249076843,0.4973730444908142,0.2220347821712494,8.832383173285052e-05,0.0048341830261051655,0.22695733606815338,0.8182291388511658
95,0.7544693946838379,0.8274114727973938,0.4973470866680145,0.22206582129001617,8.75341720529832e-05,0.0048133619129657745,0.22696669399738312,0.8184244632720947
96,0.7549008131027222,0.8263057470321655,0.4973471164703369,0.2220657467842102,8.675275603309274e-05,0.004792612511664629,0.22694523632526398,0.818652331829071
97,0.7553321719169617,0.8252333998680115,0.49734702706336975,0.22206582129001617,8.597952546551824e-05,0.004771933890879154,0.22692374885082245,0.8188151121139526
98,0.7557156085968018,0.8241937756538391,0.4973470866680145,0.22206582129001617,8.521459676558152e-05,0.004751325584948063,0.22690226137638092,0.8189127445220947
99,0.7557635307312012,0.8231860399246216,0.4973471164703369,0.22206586599349976,8.445785351796076e-05,0.004730789456516504,0.22688104212284088,0.8189452886581421
